filename,word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Process laneSets,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,LaneSet lanes,1,2,2.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Process flowElements,25,11,0.44
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Lane flowNodeRefs,12,4,0.3333333333333333
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,StartEvent name,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task name,6,7,1.1666666666666667
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task outgoing,6,1,0.16666666666666666
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,SequenceFlow sourceRef,13,11,0.8461538461538461
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ExclusiveGateway incoming,1,2,2.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,SequenceFlow targetRef,13,10,0.7692307692307693
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,StartEvent outgoing,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task incoming,6,2,0.3333333333333333
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ExclusiveGateway outgoing,2,3,1.5
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,EndEvent name,2,1,0.5
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,EndEvent incoming,2,2,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ParallelGateway incoming,4,4,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ParallelGateway outgoing,4,5,1.25
2024-10-23 23.18 Ex01_writer0001-representations.aird.xes,Process laneSets,1,1,1.0
2024-10-23 23.18 Ex01_writer0001-representations.aird.xes,LaneSet lanes,1,1,1.0
2024-10-23 23.18 Ex01_writer0001-representations.aird.xes,Process flowElements,23,22,0.9565217391304348
