filename,word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Process flowElements ADD,25,21,0.84
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Lane flowNodeRefs ADD,12,2,0.16666666666666666
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,StartEvent name SET,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task name SET,6,5,0.8333333333333334
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task outgoing ADD,6,5,0.8333333333333334
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,SequenceFlow sourceRef SET,13,13,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ExclusiveGateway incoming ADD,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,SequenceFlow targetRef SET,13,13,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,StartEvent outgoing ADD,1,1,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,Task incoming ADD,6,6,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ExclusiveGateway outgoing ADD,2,2,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,EndEvent name SET,2,2,1.0
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,EndEvent incoming ADD,2,3,1.5
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ParallelGateway incoming ADD,4,3,0.75
2024-10-23 23.18 Ex00_writer0001-representations.aird.xes,ParallelGateway outgoing ADD,4,5,1.25
2024-10-23 23.18 Ex01_writer0001-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-23 23.18 Ex01_writer0001-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
